Unnamed: 0,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,foods,zip
10,_LJFf9YqpYxvExTvVxb7Rw,the-modern-new-york-3,The Modern,https://s3-media1.fl.yelpcdn.com/bphoto/Tnt4JT48wHJu1aDYzcCFQw/o.jpg,False,https://www.yelp.com/biz/the-modern-new-york-3?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,1138,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 40.761106128269006, 'longitude': -73.97670872686992}",[],$$$$,"{'address1': '9 W 53rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['9 W 53rd St', 'New York, NY 10019']}",12123331220.0,(212) 333-1220,7147.875481027704,['newamerican'],10019
11,ehUuSk5gPTCQmwS_ubgKRA,upstate-craft-beer-and-oyster-bar-new-york-4,Upstate Craft Beer & Oyster Bar,https://s3-media2.fl.yelpcdn.com/bphoto/V3pVDPhGZdbBueIMxkc8uw/o.jpg,False,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,2051,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.726373, 'longitude': -73.986557}","['delivery', 'restaurant_reservation']",$$,"{'address1': '95 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['95 1st Ave', 'New York, NY 10003']}",16467915400.0,(646) 791-5400,3345.800433229605,['seafood'],10003
12,3Gz07E5YJjDTJPSuzsAStQ,ocean-prime-new-york,Ocean Prime,https://s3-media4.fl.yelpcdn.com/bphoto/BvJyC5c1n3ZZ0LKD14-BVQ/o.jpg,False,https://www.yelp.com/biz/ocean-prime-new-york?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,771,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 40.7617438, 'longitude': -73.9805565}",[],$$$$,"{'address1': '123 W 52nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['123 W 52nd St', 'New York, NY 10019']}",12129561404.0,(212) 956-1404,7217.668489624963,"['seafood', 'steak', 'newamerican']",10019
13,ysqgdbSrezXgVwER2kQWKA,julianas-brooklyn-3,Juliana's,https://s3-media2.fl.yelpcdn.com/bphoto/NVoLFle5H-SHNN6piAKIYw/o.jpg,False,https://www.yelp.com/biz/julianas-brooklyn-3?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,2626,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.70274718768062, 'longitude': -73.99343490196397}",['delivery'],$$,"{'address1': '19 Old Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['19 Old Fulton St', 'Brooklyn, NY 11201']}",17185966700.0,(718) 596-6700,1388.4611584497695,['pizza'],11201
14,4yPqqJDJOQX69gC66YUDkA,peter-luger-brooklyn-2,Peter Luger,https://s3-media1.fl.yelpcdn.com/bphoto/d0XSKED0U0sTgFWhCQdY7w/o.jpg,False,https://www.yelp.com/biz/peter-luger-brooklyn-2?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,6749,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 40.709945, 'longitude': -73.962478}",[],$$$$,"{'address1': '178 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['178 Broadway', 'Brooklyn, NY 11211']}",17183877400.0,(718) 387-7400,2010.6547903712467,['steak'],11211
15,rp8S7scxOkVVeG7dNneMGQ,l-artusi-new-york,L'Artusi,https://s3-media2.fl.yelpcdn.com/bphoto/mf-sqEXHdm6aLo3i3LJsfQ/o.jpg,False,https://www.yelp.com/biz/l-artusi-new-york?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,2268,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.73372, 'longitude': -74.00513}","['delivery', 'pickup']",$$$,"{'address1': '228 W 10th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['228 W 10th St', 'New York, NY 10014']}",12122555757.0,(212) 255-5757,4656.221363636127,"['italian', 'cocktailbars']",10014
16,klAhw3xLQi9GF1tf_HnS7w,izakaya-mew-new-york-3,Izakaya MEW,https://s3-media1.fl.yelpcdn.com/bphoto/YrAtfY_W5ZpMyjqB2XT-kA/o.jpg,False,https://www.yelp.com/biz/izakaya-mew-new-york-3?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,2765,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.5,"{'latitude': 40.750148, 'longitude': -73.9863203465939}","['delivery', 'pickup']",$$,"{'address1': '53 W 35th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['53 W 35th St', 'New York, NY 10001']}",16463689384.0,(646) 368-9384,5959.675175880554,"['tapas', 'sushi', 'izakaya']",10001
17,nU4XBdvxDABXqZ6CnB8Dig,clinton-street-baking-company-new-york-5,Clinton Street Baking Company,https://s3-media2.fl.yelpcdn.com/bphoto/cX6_cvryWi7ri2GKc-ASTg/o.jpg,False,https://www.yelp.com/biz/clinton-street-baking-company-new-york-5?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,5696,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.721128, 'longitude': -73.983933}","['delivery', 'pickup']",$$,"{'address1': '4 Clinton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['4 Clinton St', 'New York, NY 10002']}",16466026263.0,(646) 602-6263,2732.9439592051717,"['bakeries', 'newamerican', 'breakfast_brunch']",10002
18,TN4RnyqHMSupRFot4Q-_EA,ippudo-westside-new-york,Ippudo Westside,https://s3-media4.fl.yelpcdn.com/bphoto/uQX2gw-z0e3S2Qmt0ZFghA/o.jpg,False,https://www.yelp.com/biz/ippudo-westside-new-york?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,4006,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 40.76344, 'longitude': -73.98661}","['delivery', 'pickup']",$$,"{'address1': '321 W 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['321 W 51st St', 'New York, NY 10019']}",12129742500.0,(212) 974-2500,7438.654608293049,['ramen'],10019
19,_gzXNKarTxagBp6_PkmQKw,gotham-restaurant-new-york-2,Gotham Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/eK53bvWBsJbt5-jF6wEkww/o.jpg,False,https://www.yelp.com/biz/gotham-restaurant-new-york-2?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,1674,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.734186, 'longitude': -73.99355407018984}","['delivery', 'pickup']",$$$$,"{'address1': '12 E 12th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['12 E 12th St', 'New York, NY 10003']}",12123808660.0,(212) 380-8660,4331.375164166129,"['newamerican', 'bars']",10003
20,iNiq1vgWpEa48jlPAce8wQ,the-thirsty-koala-astoria,The Thirsty Koala,https://s3-media2.fl.yelpcdn.com/bphoto/OWPg_UP8xPIUzj2NQP-upw/o.jpg,False,https://www.yelp.com/biz/the-thirsty-koala-astoria?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,1230,"[{'alias': 'australian', 'title': 'Australian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,"{'latitude': 40.774416, 'longitude': -73.908739}","['delivery', 'pickup']",$$,"{'address1': '35-12 Ditmars Blvd', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['35-12 Ditmars Blvd', 'Astoria, NY 11105']}",17186265430.0,(718) 626-5430,10457.703390534129,"['australian', 'breakfast_brunch', 'gastropubs']",11105
21,U5hCNNyJmb7f3dmC1HTzSQ,juniors-restaurant-new-york-9,Junior's Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/SnBx8QkJfCb6-4mcQYjkQA/o.jpg,False,https://www.yelp.com/biz/juniors-restaurant-new-york-9?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,5631,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 40.75756463099685, 'longitude': -73.98608001118411}","['delivery', 'pickup']",$$,"{'address1': '1515 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1515 Broadway', 'New York, NY 10036']}",12123022000.0,(212) 302-2000,6778.552186448197,"['bakeries', 'breakfast_brunch', 'burgers']",10036
22,qEe7nIhPfEL6L0-VYhWRrA,raku-new-york-6,Raku,https://s3-media2.fl.yelpcdn.com/bphoto/F27q2Tq72amfU1iyq1AOyg/o.jpg,False,https://www.yelp.com/biz/raku-new-york-6?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,833,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 40.72728, 'longitude': -74.00252}","['delivery', 'pickup']",$$,"{'address1': '48 Macdougal St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['48 Macdougal St', 'New York, NY 10012']}",12129894797.0,(212) 989-4797,3923.623050039513,"['japanese', 'noodles']",10012
23,j1S3NUrkB3BVT49n_e76NQ,best-bagel-and-coffee-new-york,Best Bagel & Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/91RtGGwbZYMurzxGHAbhzw/o.jpg,False,https://www.yelp.com/biz/best-bagel-and-coffee-new-york?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,4452,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.7522683, 'longitude': -73.9910861}","['delivery', 'pickup']",$,"{'address1': '225 W 35th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['225 W 35th St', 'New York, NY 10001']}",12125644409.0,(212) 564-4409,6247.417754808346,"['bagels', 'coffee', 'breakfast_brunch']",10001
24,wx9mXol6jOrUoAK4vaFS9Q,mission-ceviche-new-york-3,Mission Ceviche,https://s3-media3.fl.yelpcdn.com/bphoto/hvTr3j8Z-TNjZd3EQrcmbA/o.jpg,False,https://www.yelp.com/biz/mission-ceviche-new-york-3?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,819,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.5,"{'latitude': 40.7692325, 'longitude': -73.9578759}","['delivery', 'pickup']",$$$,"{'address1': '1400 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['1400 2nd Ave', 'New York, NY 10021']}",12126500014.0,(212) 650-0014,8227.953453178745,['peruvian'],10021
25,RfxOtJ4SQmEeVX_XjFLWUQ,otis-brooklyn-2,Otis,https://s3-media2.fl.yelpcdn.com/bphoto/0HIC09tlcj-ZKmFmmGwKUA/o.jpg,False,https://www.yelp.com/biz/otis-brooklyn-2?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,498,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 40.706011, 'longitude': -73.932598}","['delivery', 'pickup']",$$$,"{'address1': '18 Harrison Pl', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['18 Harrison Pl', 'Brooklyn, NY 11206']}",16468860601.0,(646) 886-0601,4035.7190381537184,"['newamerican', 'cocktailbars']",11206
26,iTj5T_jPYvznd1QTgs7NZw,nai-new-york,Nai ,https://s3-media1.fl.yelpcdn.com/bphoto/gZyuvvfbY_OqX9bDjf-ByA/o.jpg,False,https://www.yelp.com/biz/nai-new-york?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,1068,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.5,"{'latitude': 40.7265319, 'longitude': -73.9888568}",['delivery'],$$$,"{'address1': '84 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['84 2nd Ave', 'New York, NY 10003']}",12126771030.0,(212) 677-1030,3405.5582493546667,"['tapasmallplates', 'spanish']",10003
27,zRXMvxUX_rOliKZPpkWi_g,valerie-new-york,Valerie,https://s3-media3.fl.yelpcdn.com/bphoto/mnH5QFkSMzZgd6P5eSZvvw/o.jpg,False,https://www.yelp.com/biz/valerie-new-york?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,644,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.756326, 'longitude': -73.981117}",['delivery'],$$,"{'address1': '45 W 45th St between 5th & 6th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['45 W 45th St between 5th & 6th Ave', 'New York, NY 10036']}",12123024545.0,(212) 302-4545,6620.14464774771,"['newamerican', 'cocktailbars']",10036
28,oTL_nPII6x0HfPVpEQklUg,planta-queen-nomad-new-york,PLANTA Queen Nomad,https://s3-media4.fl.yelpcdn.com/bphoto/Q05DWLvbphEDbHcfPu0reA/o.jpg,False,https://www.yelp.com/biz/planta-queen-nomad-new-york?adjust_creative=yqBa9rXfqWjdNKUtmz7DRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yqBa9rXfqWjdNKUtmz7DRw,571,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 40.744435, 'longitude': -73.98832}","['delivery', 'pickup']",$$,"{'address1': '15 W 27th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['15 W 27th St', 'New York, NY 10001']}",19176757700.0,(917) 675-7700,5353.749986249555,"['vegetarian', 'sushi', 'asianfusion']",10001
